station;valid_date;valid_time_new;valid_date_time;tmpf;dwpf;relh;drct;sknt;p01i;alti;mslp;vsby;gust;skyc1;skyc2;skyc3;skyc4;skyl1;skyl2;skyl3;skyl4;wxcodes;ice_accretion_1hr;ice_accretion_3hr;ice_accretion_6hr;peak_wind_gust;peak_wind_drct;peak_wind_time;feel;metar;airport;snowdepth
LGA;02.01.2023;9:51;02.01.2023 09:51;50.00;36.00;58.44;260.00;3.00;0.00;30.07;1018.10;10.00;;FEW;BKN;;;5000.00;12000.00;;;;;;;;;;50.00;KLGA 020951Z 26003KT 10SM FEW050 BKN120 10/02 A3007 RMK AO2 SLP181 T01000022 $;LGA;
LGA;02.01.2023;10:51;02.01.2023 10:51;50.00;37.00;60.79;300.00;6.00;0.00;30.07;1018.40;10.00;;FEW;BKN;BKN;;5000.00;12000.00;25000.00;;;;;;;;;50.00;KLGA 021051Z 30006KT 10SM FEW050 BKN120 BKN250 10/03 A3007 RMK AO2 SLP184 T01000028 $;LGA;
JFK;02.01.2023;10:51;02.01.2023 10:51;41.00;38.00;88.62;210.00;6.00;0.00;30.10;1019.10;10.00;;BKN;OVC;;;15000.00;22000.00;;;;;;;;;;36.37;KJFK 021051Z 21006KT 10SM BKN150 OVC220 05/03 A3010 RMK AO2 SLP191 T00500033;JFK;
LGA;02.01.2023;11:51;02.01.2023 11:51;50.00;37.00;60.79;270.00;3.00;0.00;30.10;1019.20;10.00;;FEW;BKN;BKN;;5000.00;14000.00;22000.00;;;;;;;;;50.00;KLGA 021151Z 27003KT 10SM FEW050 BKN140 BKN220 10/03 A3010 RMK AO2 SLP192 T01000028 10106 20094 53012;LGA;
JFK;02.01.2023;11:51;02.01.2023 11:51;42.00;39.00;88.67;250.00;8.00;0.00;30.12;1019.80;10.00;;FEW;BKN;BKN;;9500.00;16000.00;22000.00;;;;;;;;;36.55;KJFK 021151Z 25008KT 10SM FEW095 BKN160 BKN220 06/04 A3012 RMK AO2 SLP198 T00560039 10067 20039 53015;JFK;
JFK;02.01.2023;12:51;02.01.2023 12:51;46.00;39.00;76.40;260.00;9.00;0.00;30.14;1020.50;10.00;;FEW;BKN;BKN;;9500.00;15000.00;22000.00;;;;;;;;;40.92;KJFK 021251Z 26009KT 10SM FEW095 BKN150 BKN220 08/04 A3014 RMK AO2 SLP205 T00780039;JFK;
LGA;02.01.2023;12:51;02.01.2023 12:51;50.00;37.00;60.79;260.00;5.00;0.00;30.12;1019.90;10.00;;FEW;BKN;BKN;;5000.00;14000.00;22000.00;;;;;;;;;50.00;KLGA 021251Z 26005KT 10SM FEW050 BKN140 BKN220 10/03 A3012 RMK AO2 SLP199 T01000028;LGA;
JFK;02.01.2023;13:51;02.01.2023 13:51;45.00;39.00;79.36;240.00;7.00;0.00;30.15;1020.90;10.00;;FEW;BKN;BKN;;8000.00;17000.00;25000.00;;;;;;;;;40.63;KJFK 021351Z 24007KT 10SM FEW080 BKN170 BKN250 07/04 A3015 RMK AO2 SLP209 T00720039;JFK;
LGA;02.01.2023;13:51;02.01.2023 13:51;50.00;37.00;60.79;310.00;6.00;0.00;30.13;1020.40;10.00;;FEW;BKN;BKN;;5000.00;14000.00;22000.00;;;;;;;;;50.00;KLGA 021351Z 31006KT 10SM FEW050 BKN140 BKN220 10/03 A3013 RMK AO2 SLP204 T01000028;LGA;
JFK;02.01.2023;14:51;02.01.2023 14:51;49.00;40.00;70.95;240.00;7.00;0.00;30.15;1021.00;10.00;;BKN;BKN;;;16000.00;25000.00;;;;;;;;;;45.38;KJFK 021451Z 24007KT 10SM BKN160 BKN250 09/04 A3015 RMK AO2 SLP210 T00940044 51012;JFK;
LGA;02.01.2023;14:51;02.01.2023 14:51;50.00;37.00;60.79;310.00;6.00;0.00;30.14;1020.50;10.00;;FEW;BKN;BKN;;5000.00;14000.00;22000.00;;;;;;;;;50.00;KLGA 021451Z 31006KT 10SM FEW050 BKN140 BKN220 10/03 A3014 RMK AO2 SLP205 T01000028 51013;LGA;
LGA;02.01.2023;15:51;02.01.2023 15:51;50.00;37.00;60.79;310.00;5.00;0.00;30.13;1020.30;10.00;;BKN;BKN;;;15000.00;25000.00;;;;;;;;;;50.00;KLGA 021551Z 31005KT 10SM BKN150 BKN250 10/03 A3013 RMK AO2 SLP203 T01000028;LGA;
JFK;02.01.2023;15:51;02.01.2023 15:51;51.00;41.00;68.23;260.00;5.00;0.00;30.14;1020.60;10.00;;BKN;BKN;;;16000.00;25000.00;;;;;;;;;;51.10;KJFK 021551Z 26005KT 10SM BKN160 BKN250 11/05 A3014 RMK AO2 SLP206 T01060050;JFK;
LGA;02.01.2023;16:51;02.01.2023 16:51;52.00;38.00;58.48;330.00;3.00;0.00;30.10;1019.40;10.00;;BKN;BKN;;;15000.00;25000.00;;;;;;;;;;52.00;KLGA 021651Z COR 33003KT 10SM BKN150 BKN250 11/03 A3010 RMK AO2 SLP194 T01110033;LGA;
JFK;02.01.2023;16:51;02.01.2023 16:51;53.00;41.00;63.38;230.00;4.00;0.00;30.12;1019.80;10.00;;FEW;BKN;BKN;;8500.00;15000.00;25000.00;;;;;;;;;53.10;KJFK 021651Z 23004KT 10SM FEW085 BKN150 BKN250 12/05 A3012 RMK AO2 SLP198 T01170050;JFK;
LGA;02.01.2023;17:51;02.01.2023 17:51;55.00;37.00;50.58;;6.00;0.00;30.09;1019.00;10.00;;FEW;BKN;BKN;;7500.00;15000.00;25000.00;;;;;;;;;55.00;KLGA 021751Z VRB06KT 10SM FEW075 BKN150 BKN250 13/03 A3009 RMK AO2 SLP190 T01280028 10128 20094 58015;LGA;
JFK;02.01.2023;17:51;02.01.2023 17:51;54.00;41.00;61.32;240.00;6.00;0.00;30.11;1019.60;10.00;;FEW;BKN;;;8500.00;14000.00;;;;;;;;;;54.00;KJFK 021751Z 24006KT 10SM FEW085 BKN140 12/05 A3011 RMK AO2 SLP196 T01220050 10128 20056 56014;JFK;
LGA;02.01.2023;18:51;02.01.2023 18:51;56.00;38.00;50.71;;3.00;0.00;30.09;1018.90;10.00;;FEW;BKN;OVC;;7500.00;13000.00;25000.00;;;;;;;;;55.90;KLGA 021851Z VRB03KT 10SM FEW075 BKN130 OVC250 13/03 A3009 RMK AO2 SLP189 T01330033;LGA;
JFK;02.01.2023;18:51;02.01.2023 18:51;51.00;42.00;71.19;180.00;6.00;0.00;30.11;1019.50;10.00;;FEW;BKN;;;8500.00;13000.00;;;;;;;;;;51.10;KJFK 021851Z 18006KT 10SM FEW085 BKN130 11/06 A3011 RMK AO2 SLP195 T01060056;JFK;
JFK;02.01.2023;19:51;02.01.2023 19:51;50.00;42.00;74.15;190.00;8.00;0.00;30.12;1020.00;10.00;;FEW;SCT;BKN;;3700.00;10000.00;13000.00;;;;;;;;;50.00;KJFK 021951Z 19008KT 10SM FEW037 SCT100 BKN130 10/06 A3012 RMK AO2 SLP200 T01000056;JFK;
LGA;02.01.2023;19:51;02.01.2023 19:51;56.00;39.00;52.94;230.00;8.00;0.00;30.10;1019.30;10.00;;FEW;BKN;;;7500.00;13000.00;;;;;;;;;;55.90;KLGA 021951Z 23008KT 10SM FEW075 BKN130 13/04 A3010 RMK AO2 SLP193 T01330039;LGA;
LGA;02.01.2023;20:51;02.01.2023 20:51;55.00;39.00;54.70;190.00;6.00;0.00;30.11;1019.70;10.00;;FEW;SCT;BKN;;3700.00;10000.00;13000.00;;;;;;;;;55.00;KLGA 022051Z 19006KT 10SM FEW037 SCT100 BKN130 13/04 A3011 RMK AO2 SLP197 T01280039 53007;LGA;
JFK;02.01.2023;20:51;02.01.2023 20:51;50.00;42.00;74.15;200.00;9.00;0.00;30.13;1020.30;10.00;;SCT;BKN;BKN;;3300.00;13000.00;25000.00;;;;;;;;;50.00;KJFK 022051Z 20009KT 10SM SCT033 BKN130 BKN250 10/06 A3013 RMK AO2 SLP203 T01000056 53007;JFK;
JFK;02.01.2023;21:51;02.01.2023 21:51;48.00;43.00;82.72;180.00;5.00;0.00;30.13;1020.20;10.00;;FEW;SCT;BKN;BKN;3300.00;5000.00;10000.00;14000.00;;;;;;;;45.40;KJFK 022151Z 18005KT 10SM FEW033 SCT050 BKN100 BKN140 09/06 A3013 RMK AO2 SLP202 T00890061;JFK;
LGA;02.01.2023;21:51;02.01.2023 21:51;54.00;39.00;56.74;190.00;6.00;0.00;30.11;1019.50;10.00;;FEW;BKN;BKN;BKN;3500.00;10000.00;13000.00;25000.00;;;;;;;;54.00;KLGA 022151Z 19006KT 10SM FEW035 BKN100 BKN130 BKN250 12/04 A3011 RMK AO2 SLP195 T01220039;LGA;
JFK;02.01.2023;22:51;02.01.2023 22:51;49.00;44.00;83.42;180.00;5.00;0.00;30.14;1020.40;10.00;;BKN;BKN;;;3700.00;10000.00;;;;;;;;;;46.47;KJFK 022251Z 18005KT 10SM BKN037 BKN100 09/07 A3014 RMK AO2 SLP204 T00940067;JFK;
LGA;02.01.2023;22:51;02.01.2023 22:51;54.00;40.00;58.76;210.00;6.00;0.00;30.12;1019.80;10.00;;SCT;BKN;BKN;;4200.00;9000.00;14000.00;;;;;;;;;54.00;KLGA 022251Z 21006KT 10SM SCT042 BKN090 BKN140 12/04 A3012 RMK AO2 SLP198 T01220044;LGA;
JFK;02.01.2023;23:51;02.01.2023 23:51;48.00;44.00;86.28;200.00;5.00;0.00;30.15;1020.90;10.00;;BKN;OVC;;;4100.00;7500.00;;;;;;;;;;45.40;KJFK 022351Z 20005KT 10SM BKN041 OVC075 09/07 A3015 RMK AO2 SLP209 T00890067 10122 20089 53006;JFK;
LGA;02.01.2023;23:51;02.01.2023 23:51;55.00;42.00;61.69;210.00;7.00;0.00;30.12;1020.00;10.00;;FEW;BKN;BKN;;4000.00;7500.00;14000.00;;;;;;;;;55.00;KLGA 022351Z 21007KT 10SM FEW040 BKN075 BKN140 13/06 A3012 RMK AO2 SLP200 T01280056 10133 20111 53003;LGA;
JFK;03.01.2023;0:51;03.01.2023 00:51;48.00;44.00;86.28;210.00;6.00;0.00;30.15;1021.00;10.00;;BKN;OVC;;;4200.00;6500.00;;;;;;;;;;44.80;KJFK 030051Z 21006KT 10SM BKN042 OVC065 09/07 A3015 RMK AO2 SLP210 T00890067;JFK;
LGA;03.01.2023;0:51;03.01.2023 00:51;55.00;42.00;61.69;210.00;8.00;0.00;30.14;1020.60;10.00;;SCT;BKN;OVC;;4000.00;6500.00;9500.00;;;;;;;;;55.00;KLGA 030051Z 21008KT 10SM SCT040 BKN065 OVC095 13/06 A3014 RMK AO2 SLP206 T01280056;LGA;
LGA;03.01.2023;1:51;03.01.2023 01:51;55.00;43.00;63.86;220.00;7.00;0.00;30.14;1020.70;10.00;;BKN;OVC;;;3100.00;6000.00;;;;;;;;;;55.00;KLGA 030151Z 22007KT 10SM BKN031 OVC060 13/06 A3014 RMK AO2 SLP207 T01280061;LGA;
JFK;03.01.2023;1:51;03.01.2023 01:51;49.00;45.00;86.33;220.00;6.00;0.00;30.16;1021.40;10.00;;SCT;BKN;OVC;;3200.00;4100.00;6000.00;;;;;;;;;45.88;KJFK 030151Z 22006KT 10SM SCT032 BKN041 OVC060 09/07 A3016 RMK AO2 SLP214 T00940072;JFK;
LGA;03.01.2023;2:12;03.01.2023 02:12;54.00;43.00;66.24;220.00;9.00;T;30.15;;10.00;;BKN;OVC;;;2800.00;6000.00;;;-RA;;;;;;;54.00;KLGA 030212Z 22009KT 10SM -RA BKN028 OVC060 12/06 A3015 RMK AO2 RAB06 P0000 T01220061;LGA;
LGA;03.01.2023;2:51;03.01.2023 02:51;53.00;45.00;73.89;220.00;3.00;T;30.14;1020.70;10.00;;SCT;OVC;;;3700.00;4500.00;;;;;;;;;;53.10;KLGA 030251Z 22003KT 10SM SCT037 OVC045 12/07 A3014 RMK AO2 RAB06E36 SLP207 P0000 60000 T01170072 51007;LGA;
JFK;03.01.2023;2:51;03.01.2023 02:51;48.00;46.00;92.74;160.00;4.00;0.01;30.16;1021.20;10.00;;SCT;OVC;;;3000.00;4100.00;;;-RA;;;;;;;46.10;KJFK 030251Z 16004KT 10SM -RA SCT030 OVC041 09/08 A3016 RMK AO2 RAB20 SLP212 P0001 60001 T00890078 50004;JFK;
JFK;03.01.2023;3:51;03.01.2023 03:51;49.00;47.00;92.77;0.00;0.00;0.01;30.15;1021.00;10.00;;FEW;OVC;;;3200.00;5000.00;;;-RA;;;;;;;48.90;KJFK 030351Z 00000KT 10SM -RA FEW032 OVC050 09/08 A3015 RMK AO2 SLP210 P0001 T00940083;JFK;
LGA;03.01.2023;3:51;03.01.2023 03:51;52.00;46.00;79.92;180.00;4.00;T;30.14;1020.60;10.00;;SCT;OVC;;;3000.00;5000.00;;;-RA;;;;;;;52.00;KLGA 030351Z 18004KT 10SM -RA SCT030 OVC050 11/08 A3014 RMK AO2 RAB00 SLP206 P0000 T01110078 $;LGA;
JFK;03.01.2023;4:51;03.01.2023 04:51;49.00;46.00;89.67;0.00;0.00;T;30.14;1020.70;10.00;;OVC;;;;5000.00;;;;;;;;;;;48.90;KJFK 030451Z 00000KT 10SM OVC050 09/08 A3014 RMK AO2 RAE0354 SLP207 P0000 T00940078 401280039;JFK;
LGA;03.01.2023;4:51;03.01.2023 04:51;52.00;46.00;79.92;0.00;0.00;T;30.13;1020.10;10.00;;OVC;;;;4800.00;;;;;;;;;;;52.00;KLGA 030451Z 00000KT 10SM OVC048 11/08 A3013 RMK AO2 RAE14 SLP201 P0000 T01110078 401330094 $;LGA;
LGA;03.01.2023;5:51;03.01.2023 05:51;51.00;46.00;82.62;110.00;4.00;0.00;30.12;1020.10;10.00;;OVC;;;;4800.00;;;;;;;;;;;51.10;KLGA 030551Z 11004KT 10SM OVC048 11/08 A3012 RMK AO2 SLP201 60000 T01060078 10128 20100 56006 $;LGA;
JFK;03.01.2023;5:51;03.01.2023 05:51;47.00;45.00;93.06;160.00;3.00;0.00;30.14;1020.50;10.00;;OVC;;;;5000.00;;;;;;;;;;;45.72;KJFK 030551Z 16003KT 10SM OVC050 08/07 A3014 RMK AO2 SLP205 60002 T00830072 10100 20083 56007;JFK;
JFK;03.01.2023;6:51;03.01.2023 06:51;48.00;47.00;95.95;150.00;5.00;0.00;30.13;1020.10;7.00;;OVC;;;;6000.00;;;;;;;;;;;45.40;KJFK 030651Z 15005KT 7SM OVC060 09/08 A3013 RMK AO2 SLP201 T00890083;JFK;
LGA;03.01.2023;6:51;03.01.2023 06:51;47.00;42.00;83.28;60.00;5.00;0.00;30.11;1019.50;8.00;;OVC;;;;6000.00;;;;;;;;;;;44.09;KLGA 030651Z 06005KT 8SM OVC060 08/06 A3011 RMK AO2 SLP195 T00830056 $;LGA;
JFK;03.01.2023;7:51;03.01.2023 07:51;48.00;47.00;95.95;130.00;4.00;0.00;30.13;1020.20;6.00;;OVC;;;;5500.00;;;;BR;;;;;;;46.10;KJFK 030751Z 13004KT 6SM BR OVC055 09/08 A3013 RMK AO2 SLP202 T00890083;JFK;
LGA;03.01.2023;7:51;03.01.2023 07:51;44.00;40.00;85.06;50.00;8.00;0.00;30.12;1019.70;10.00;;OVC;;;;5000.00;;;;;;;;;;;39.02;KLGA 030751Z 05008KT 10SM OVC050 07/04 A3012 RMK AO2 SLP197 T00670044 $;LGA;
LGA;03.01.2023;8:51;03.01.2023 08:51;44.00;40.00;85.06;50.00;6.00;0.00;30.10;1019.30;10.00;;SCT;OVC;;;4700.00;8000.00;;;;;;;;;;40.10;KLGA 030851Z 05006KT 10SM SCT047 OVC080 07/04 A3010 RMK AO2 SLP193 T00670044 56008 $;LGA;
JFK;03.01.2023;8:51;03.01.2023 08:51;47.00;47.00;100.00;0.00;0.00;0.00;30.12;1019.80;6.00;;BKN;OVC;;;5000.00;8500.00;;;BR;;;;;;;46.90;KJFK 030851Z 00000KT 6SM BR BKN050 OVC085 08/08 A3012 RMK AO2 SLP198 T00830083 58007;JFK;
LGA;03.01.2023;9:16;03.01.2023 09:16;44.00;40.00;85.06;60.00;6.00;0.00;30.10;;10.00;;FEW;BKN;OVC;;800.00;7500.00;10000.00;;;;;;;;;40.10;KLGA 030916Z 06006KT 10SM FEW008 BKN075 OVC100 07/04 A3010 RMK AO2 T00670044 $;LGA;
JFK;03.01.2023;9:51;03.01.2023 09:51;48.00;48.00;100.00;120.00;3.00;0.00;30.10;1019.40;6.00;;BKN;OVC;;;4600.00;10000.00;;;BR;;;;;;;46.98;KJFK 030951Z 12003KT 6SM BR BKN046 OVC100 09/09 A3010 RMK AO2 SLP194 T00890089;JFK;
LGA;03.01.2023;9:51;03.01.2023 09:51;44.00;40.00;85.06;40.00;5.00;0.00;30.10;1019.10;10.00;;SCT;BKN;OVC;;4400.00;6000.00;9000.00;;;;;;;;;40.77;KLGA 030951Z 04005KT 10SM SCT044 BKN060 OVC090 07/04 A3010 RMK AO2 SLP191 T00670044 $;LGA;
JFK;03.01.2023;10:51;03.01.2023 10:51;48.00;48.00;100.00;100.00;4.00;T;30.09;1018.80;6.00;;FEW;BKN;OVC;;500.00;6500.00;9000.00;;-RA BR;;;;;;;46.10;KJFK 031051Z 10004KT 6SM -RA BR FEW005 BKN065 OVC090 09/09 A3009 RMK AO2 RAB51 SLP188 P0000 T00890089;JFK;
LGA;03.01.2023;10:51;03.01.2023 10:51;44.00;40.00;85.06;60.00;8.00;T;30.08;1018.40;9.00;;SCT;OVC;;;6000.00;8000.00;;;-RA;;;;;;;39.02;KLGA 031051Z 06008KT 9SM -RA SCT060 OVC080 07/04 A3008 RMK AO2 RAB47 SLP184 P0000 T00670044;LGA;
LGA;03.01.2023;11:27;03.01.2023 11:27;44.00;40.00;85.06;60.00;7.00;T;30.07;;6.00;;BKN;OVC;;;900.00;6000.00;;;-RA BR;;;;;;;39.53;KLGA 031127Z 06007KT 6SM -RA BR BKN009 OVC060 07/04 A3007 RMK AO2 P0000 T00670044;LGA;
LGA;03.01.2023;11:51;03.01.2023 11:51;43.00;40.00;88.71;50.00;7.00;0.02;30.07;1018.10;5.00;;BKN;OVC;;;900.00;5000.00;;;-RA BR;;;;;;;38.19;KLGA 031151Z 05007KT 5SM -RA BR BKN009 OVC050 06/04 A3007 RMK AO2 SLP181 P0002 60002 70002 T00610044 10106 20061 58012;LGA;
JFK;03.01.2023;11:51;03.01.2023 11:51;49.00;49.00;100.00;140.00;3.00;T;30.07;1018.30;5.00;;BKN;BKN;OVC;;800.00;7500.00;9500.00;;-RA BR;;;;;;;48.01;KJFK 031151Z 14003KT 5SM -RA BR BKN008 BKN075 OVC095 09/09 A3007 RMK AO2 RAE02B23 SLP183 CIG 006V010 P0000 60000 70002 T00940094 10100 20083 58014;JFK;
JFK;03.01.2023;12:51;03.01.2023 12:51;49.00;49.00;100.00;130.00;4.00;T;30.05;1017.40;5.00;;SCT;BKN;OVC;;500.00;8000.00;11000.00;;BR;;;;;;;47.16;KJFK 031251Z 13004KT 5SM BR SCT005 BKN080 OVC110 09/09 A3005 RMK AO2 RAE03 SLP174 SCT V BKN P0000 T00940094;JFK;
LGA;03.01.2023;12:51;03.01.2023 12:51;44.00;40.00;85.06;50.00;8.00;0.01;30.04;1017.10;4.00;;BKN;OVC;;;600.00;1500.00;;;BR;;;;;;;39.02;KLGA 031251Z 05008KT 4SM BR BKN006 OVC015 07/04 A3004 RMK AO2 RAE29 SLP171 P0001 T00670044;LGA;
LGA;03.01.2023;13:51;03.01.2023 13:51;45.00;42.00;89.49;30.00;4.00;T;30.01;1016.30;5.00;;BKN;OVC;;;600.00;8000.00;;;BR;;;;;;;42.60;KLGA 031351Z 03004KT 5SM BR BKN006 OVC080 07/06 A3001 RMK AO2 RAB1258E07 SLP163 P0000 T00720056;LGA;
JFK;03.01.2023;13:51;03.01.2023 13:51;50.00;49.00;95.98;160.00;8.00;0.00;30.02;1016.50;7.00;;SCT;BKN;BKN;OVC;500.00;8500.00;12000.00;21000.00;;;;;;;;50.00;KJFK 031351Z 16008KT 7SM SCT005 BKN085 BKN120 OVC210 10/09 A3002 RMK AO2 SLP165 T01000094;JFK;
LGA;03.01.2023;14:51;03.01.2023 14:51;47.00;43.00;86.21;50.00;6.00;0.00;30.00;1015.80;4.00;;BKN;OVC;;;600.00;6000.00;;;BR;;;;;;;43.48;KLGA 031451Z 05006KT 4SM BR BKN006 OVC060 08/06 A3000 RMK AO2 SLP158 60001 T00830061 56022;LGA;
JFK;03.01.2023;14:51;03.01.2023 14:51;50.00;49.00;95.98;190.00;9.00;0.00;30.01;1016.30;9.00;;SCT;BKN;BKN;OVC;600.00;5000.00;11000.00;21000.00;;;;;;;;50.00;KJFK 031451Z 19009KT 9SM SCT006 BKN050 BKN110 OVC210 10/09 A3001 RMK AO2 SLP163 SCT V BKN 60000 T01000094 56020;JFK;
JFK;03.01.2023;15:43;03.01.2023 15:43;48.00;48.00;100.00;260.00;10.00;T;30.02;;2.50;;SCT;BKN;OVC;;500.00;3200.00;11000.00;;-RA BR;;;;;;;43.03;KJFK 031543Z 26010KT 2 1/2SM -RA BR SCT005 BKN032 OVC110 09/09 A3002 RMK AO2 RAB36 P0000 T00890089;JFK;
LGA;03.01.2023;15:44;03.01.2023 15:44;46.00;43.00;89.20;0.00;0.00;0.02;30.02;;0.50;;OVC;;;;600.00;;;;RA BR;;;;;;;46.00;KLGA 031544Z 00000KT 1/2SM R04/3000VP6000FT RA BR OVC006 08/06 A3002 RMK AO2 SFC VIS 1 3/4 RAB27 P0002 T00780061;LGA;
LGA;03.01.2023;15:51;03.01.2023 15:51;46.00;43.00;89.20;0.00;0.00;0.06;30.00;1015.90;1.00;;BKN;BKN;OVC;;600.00;4300.00;6000.00;;+RA BR;;;;;;;46.00;KLGA 031551Z 00000KT 1SM R04/3000VP6000FT +RA BR BKN006 BKN043 OVC060 08/06 A3000 RMK AO2 SFC VIS 1 3/4 RAB27 SLP159 P0006 T00780061;LGA;
JFK;03.01.2023;15:51;03.01.2023 15:51;47.00;47.00;100.00;250.00;10.00;0.04;30.01;1016.30;2.50;;BKN;BKN;OVC;;500.00;2700.00;8500.00;;+RA BR;;;;;;;41.65;KJFK 031551Z 25010KT 2 1/2SM +RA BR BKN005 BKN027 OVC085 08/08 A3001 RMK AO2 RAB36 SLP163 P0004 T00830083;JFK;
LGA;03.01.2023;16:49;03.01.2023 16:49;48.20;44.60;87.28;90.00;5.00;0.26;29.94;;1.50;;BKN;OVC;;;600.00;4800.00;;;RA BR;;;;;;;45.63;KLGA 031649Z 09005KT 1 1/2SM R04/5000VP6000FT RA BR BKN006 OVC048 09/07 A2994 RMK AO2 PRESFR P0026;LGA;
JFK;03.01.2023;16:51;03.01.2023 16:51;47.00;47.00;100.00;160.00;5.00;0.23;29.95;1014.30;2.50;;SCT;BKN;OVC;;500.00;3800.00;8500.00;;RA BR;;;;;;;44.09;KJFK 031651Z 16005KT 2 1/2SM R04R/1800VP6000FT RA BR SCT005 BKN038 OVC085 08/08 A2995 RMK AO2 SLP143 P0023 T00830083;JFK;
LGA;03.01.2023;16:51;03.01.2023 16:51;48.00;45.00;89.29;80.00;5.00;0.26;29.94;1013.80;1.50;;BKN;OVC;;;600.00;4800.00;;;-RA BR;;;;;;;45.40;KLGA 031651Z 08005KT 1 1/2SM -RA BR BKN006 OVC048 09/07 A2994 RMK AO2 PRESFR SLP138 P0026 T00890072;LGA;
LGA;03.01.2023;17:00;03.01.2023 17:00;48.00;45.00;89.29;50.00;4.00;T;29.93;;1.50;;BKN;OVC;;;500.00;4800.00;;;-RA BR;;;;;;;46.10;KLGA 031700Z 05004KT 1 1/2SM -RA BR BKN005 OVC048 09/07 A2993 RMK AO2 P0000 T00890072;LGA;
LGA;03.01.2023;17:48;03.01.2023 17:48;46.40;44.60;93.40;60.00;4.00;0.07;29.90;;1.00;;SCT;BKN;OVC;;300.00;500.00;4800.00;;-RA BR;;;;;;;44.24;KLGA 031748Z 06004KT 1SM R04/P6000FT -RA BR SCT003 BKN005 OVC048 08/07 A2990 RMK AO2 SFC VIS 2 P0007;LGA;
LGA;03.01.2023;17:51;03.01.2023 17:51;47.00;44.00;89.92;70.00;4.00;0.07;29.91;1012.60;1.00;;BKN;OVC;;;300.00;500.00;;;-RA BR;;;;;;;44.82;KLGA 031751Z 07004KT 1SM R04/P6000FT -RA BR BKN003 OVC005 08/07 A2991 RMK AO2 SFC VIS 2 SLP126 P0007 60040 T00830067 10094 20061 58032;LGA;
JFK;03.01.2023;17:51;03.01.2023 17:51;49.00;49.00;100.00;200.00;7.00;0.08;29.93;1013.40;1.50;;FEW;BKN;OVC;;0.00;500.00;10000.00;;-RA BR;;;;;;;45.38;KJFK 031751Z 20007KT 1 1/2SM -RA BR FEW000 BKN005 OVC100 09/09 A2993 RMK AO2 SLP134 BR FEW000 P0008 60035 T00940094 10100 20083 58029;JFK;
JFK;03.01.2023;17:57;03.01.2023 17:57;48.00;48.00;100.00;200.00;8.00;T;29.93;;0.50;;FEW;BKN;OVC;;0.00;400.00;11000.00;;-RA BR;;;;;;;43.82;KJFK 031757Z 20008KT 1/2SM R04R/P6000FT -RA BR FEW000 BKN004 OVC110 09/09 A2993 RMK AO2 SFC VIS 1 1/2 CIG 003V005 BR FEW000 P0000 T00890089;JFK;
LGA;03.01.2023;18:14;03.01.2023 18:14;49.00;47.00;92.77;0.00;0.00;T;29.90;;2.00;;SCT;BKN;OVC;;300.00;500.00;1100.00;;-RA BR;;;;;;;48.90;KLGA 031814Z 00000KT 2SM -RA BR SCT003 BKN005 OVC011 09/08 A2990 RMK AO2 SFC VIS 2 1/2 P0000 T00940083;LGA;
LGA;03.01.2023;18:51;03.01.2023 18:51;53.00;49.00;85.59;230.00;6.00;0.01;29.88;1011.90;5.00;;FEW;BKN;OVC;;500.00;900.00;2500.00;;-RA BR;;;;;;;53.10;KLGA 031851Z 23006KT 5SM -RA BR FEW005 BKN009 OVC025 12/09 A2988 RMK AO2 SLP119 P0001 T01170094;LGA;
JFK;03.01.2023;18:51;03.01.2023 18:51;48.00;48.00;100.00;200.00;7.00;T;29.91;1012.80;0.25;;FEW;BKN;OVC;;0.00;300.00;1200.00;;-RA BR;;;;;;;44.28;KJFK 031851Z 20007KT 1/4SM R04R/P6000FT -RA BR FEW000 BKN003 OVC012 09/09 A2991 RMK AO2 SFC VIS 1 1/2 SLP128 CIG 002V005 BR FEW000 P0000 T00890089;JFK;
JFK;03.01.2023;19:31;03.01.2023 19:31;49.00;49.00;100.00;200.00;5.00;0.01;29.89;;2.00;;BKN;OVC;;;500.00;900.00;;;BR;;;;;;;46.47;KJFK 031931Z 20005KT 2SM BR BKN005 OVC009 09/09 A2989 RMK AO2 SFC VIS 4 RAE26 CIG 003V007 VIS W 1 P0001 T00940094;JFK;
LGA;03.01.2023;19:51;03.01.2023 19:51;53.00;50.00;89.18;200.00;7.00;T;29.86;1011.00;5.00;;OVC;;;;800.00;;;;BR;;;;;;;53.10;KLGA 031951Z 20007KT 5SM BR OVC008 12/10 A2986 RMK AO2 RAE14 SLP110 P0000 T01170100;LGA;
JFK;03.01.2023;19:51;03.01.2023 19:51;49.00;49.00;100.00;180.00;7.00;0.01;29.88;1011.60;2.00;;OVC;;;;500.00;;;;BR;;;;;;;45.38;KJFK 031951Z 18007KT 2SM BR OVC005 09/09 A2988 RMK AO2 SFC VIS 4 RAE26 SLP116 VIS W 1 P0001 T00940094;JFK;
LGA;03.01.2023;20:04;03.01.2023 20:04;53.00;50.00;89.18;190.00;8.00;0.00;29.85;;5.00;;OVC;;;;700.00;;;;BR;;;;;;;53.10;KLGA 032004Z 19008KT 5SM BR OVC007 12/10 A2985 RMK AO2 T01170100;LGA;
